Ngày,Lần cuối,Mở,Cao,Thấp,KL
14/9/2020,965.4,945,971.9,941,3.79K
15/9/2020,989.1,969.3,990.9,967.4,2.51K
16/9/2020,980.4,985.2,996,975.8,1.98K
17/9/2020,938.7,983.2,983.2,933,4.53K
18/9/2020,946.1,946,957.8,938.7,2.26K
20/9/2020,933.65,934.45,935.8,930.6,
21/9/2020,884.7,938.5,951.9,863.3,7.65K
22/9/2020,866.2,894.3,901.1,864.7,8.77K
23/9/2020,850.8,871.4,883.9,839,10.20K
24/9/2020,845.3,841.8,855.3,829.2,8.13K
25/9/2020,849.2,850.8,867.2,836.5,10.52K
27/9/2020,855.85,849.5,857.5,847.7,
28/9/2020,888.2,855.75,895.4,849.95,
29/9/2020,897.7,891.5,899.5,880.7,12.85K
30/9/2020,909.2,893.5,914.5,873.5,14.96K
1/10/2020,906,900.5,919.1,895.1,11.85K
2/10/2020,891.4,906.1,908.8,887.2,9.15K
4/10/2020,893.05,890.3,893.8,885.9,
5/10/2020,904.7,890.2,913,880.7,8.62K
6/10/2020,870.3,907,909.8,855,15.46K
7/10/2020,866.8,859.8,876.1,855.5,9.61K
8/10/2020,864,868.8,878.7,861.1,9.15K
9/10/2020,894.3,870,901.9,868.3,13.46K
11/10/2020,891.65,897.05,898.25,890.7,
12/10/2020,876.3,897.1,897.1,872.9,9.34K
13/10/2020,873.3,881.1,885.4,863,10.11K
14/10/2020,863.4,871.7,882.4,858,10.98K
15/10/2020,861.3,862.8,870.1,841.7,14.53K
16/10/2020,869.3,868,878.7,857.7,10.39K
18/10/2020,867.45,865.1,868,864.35,
19/10/2020,863.5,867.7,880.9,852.8,9.62K
20/10/2020,877.3,861.1,884.1,852.1,12.02K
21/10/2020,893.9,876.7,898.7,875.1,9.88K
22/10/2020,884,890.9,895.6,861.7,12.52K
23/10/2020,906.7,885,924.1,881.5,21.36K
25/10/2020,903.15,909,910.3,903.15,
26/10/2020,877.4,909.8,911,870.8,16.32K
27/10/2020,886.8,873.4,889.1,872.6,9.31K
28/10/2020,875,883,890,856.2,16.17K
29/10/2020,853.8,873,880,850.4,0.21K
30/10/2020,852.4,855.5,865.1,848.8,0.12K
1/11/2020,841.25,845.75,850.2,839.6,
2/11/2020,863.3,851.1,868.3,843.1,0.57K
3/11/2020,877.8,869,887,863.3,0.26K
4/11/2020,873.2,870,882.3,852.1,0.49K
5/11/2020,902.8,877,910.4,877,0.11K
6/11/2020,902.8,902.4,918,894,0.18K
8/11/2020,906,901.35,908,898.9,
9/11/2020,870.4,907.5,911.6,851,0.50K
10/11/2020,896.3,875,899.1,870,0.39K
11/11/2020,871.8,889,893.5,863.4,0.33K
12/11/2020,887.6,874.3,889.1,869.3,0.30K
13/11/2020,900,884.2,903.1,884.2,0.23K
15/11/2020,896.55,894.5,898.7,893.1,
16/11/2020,931.3,898.8,935.2,894.5,0.45K
17/11/2020,940.8,933,944.5,927,0.63K
18/11/2020,953.7,937.3,962.5,920.8,0.31K
19/11/2020,954.5,948.9,960.4,940.3,0.48K
20/11/2020,961.1,958.2,970.3,952,1.46K
22/11/2020,952.95,953.15,956.15,950.95,
23/11/2020,935.9,957,959.6,925,1.75K
24/11/2020,962.8,942.7,971.3,930.1,1.55K
25/11/2020,971.3,964,973.4,953.85,
26/11/2020,965.05,971.6,974.2,954.55,
27/11/2020,970.3,977.2,978.1,953.4,1.16K
29/11/2020,971.05,971.45,972,968.1,
30/11/2020,970.5,975.1,987.8,961.6,1.21K
1/12/2020,1008.3,974.6,1012,973.3,1.77K
2/12/2020,1016.1,1009.2,1027,991.9,1.72K
3/12/2020,1042,1022.5,1046.9,1008.6,1.67K
4/12/2020,1076.4,1041,1096.5,1037.3,2.74K
6/12/2020,1059.15,1057.7,1077.85,1057.7,
7/12/2020,1053.5,1073.8,1081.6,1017.9,4.32K
8/12/2020,1041,1036,1048.9,1028.1,3.34K
9/12/2020,1022.4,1041.7,1046,1002,3.15K
10/12/2020,1031.7,1011.5,1052.8,1010.5,3.79K
11/12/2020,1026.3,1041.5,1047.3,1012,4.72K
13/12/2020,1025.55,1016.8,1026.05,1016.8,
14/12/2020,1020.2,1021.8,1037.9,1010.1,4.48K
15/12/2020,1044.1,1022.3,1050.8,1016.4,4.64K
16/12/2020,1040.7,1050.2,1063.1,1031.8,7.98K
17/12/2020,1055.8,1047.5,1069.8,1041.3,6.37K
18/12/2020,1049,1056.8,1063.8,1037.4,4.48K
20/12/2020,1044.5,1054,1054.5,1044.15,
21/12/2020,1021.7,1052.2,1066.5,932.3,16.09K
22/12/2020,1015.8,1018.4,1029.1,995.8,10.80K
23/12/2020,1023.9,1012,1029.6,1010,8.87K
24/12/2020,1035,1024.5,1037.7,1022.8,4.66K
27/12/2020,1047.2,1034.65,1047.6,1033.9,
28/12/2020,1049.1,1033.1,1063.2,1033.1,8.48K
29/12/2020,1060.7,1047.55,1073.3,1044.8,
30/12/2020,1078.5,1064.8,1082.2,1060.5,9.22K
31/12/2020,1079.2,1081,1091.8,1071.4,8.40K
1/1/2021,1079.5,1079.5,1079.5,1079.5,
3/1/2021,1091.1,1078,1093.75,1078,
4/1/2021,1071.5,1081,1142,1055,26.65K
5/1/2021,1119.6,1077.5,1125.4,1068.1,15.80K
6/1/2021,1110.2,1121.4,1126.8,1087,15.34K
7/1/2021,1124.6,1107.6,1132,1098,12.16K
8/1/2021,1071.3,1129.9,1139.7,1058.4,20.39K
10/1/2021,1055.8,1073.85,1077.6,1038.4,
11/1/2021,1044.6,1075,1077.7,1011,18.67K
12/1/2021,1067.8,1040,1083,1040,13.03K
13/1/2021,1110.7,1077.5,1113.1,1067,13.76K
14/1/2021,1126.4,1104.7,1130,1101,9.13K
15/1/2021,1089.9,1126.6,1129.9,1076.5,13.51K
17/1/2021,1072.3,1079.2,1089.1,1072.2,
18/1/2021,1098.1,1072.3,1100,1072.3,
19/1/2021,1092,1079.8,1109.7,1072,14.72K
20/1/2021,1116.4,1093.3,1124.2,1085.4,10.77K
21/1/2021,1128,1121,1163.4,1105.8,17.10K
22/1/2021,1111.6,1137.1,1138.8,1092.6,13.14K
24/1/2021,1112.35,1111.1,1117.1,1110.1,
25/1/2021,1104.7,1110.2,1125.3,1086.2,12.13K
26/1/2021,1107.4,1104.7,1113.8,1085,8.66K
27/1/2021,1079,1108,1108,1064.1,14.02K
28/1/2021,1076.5,1072.7,1108,1059.8,0.29K
29/1/2021,1083.4,1081.4,1124,1079.1,0.23K
31/1/2021,1098.1,1086.05,1109,1086.05,
1/2/2021,1140.3,1098,1143,1098,1.24K
2/2/2021,1097.8,1136.8,1136.8,1095.7,0.24K
3/2/2021,1116.9,1106,1117.2,1103,0.26K
4/2/2021,1105.2,1114.4,1114.4,1088,0.44K
5/2/2021,1136.1,1110.3,1140.6,1110,0.26K
7/2/2021,1145.4,1134.2,1152.2,1134.2,
8/2/2021,1177.3,1140.6,1188.8,1140.6,0.33K
9/2/2021,1196.6,1180,1208,1180,0.39K
10/2/2021,1249.7,1199.1,1265.7,1199.1,0.88K
11/2/2021,1249.8,1248.8,1282.4,1237.7,0.43K
12/2/2021,1261.5,1246,1265.8,1225,0.38K
14/2/2021,1271.45,1264.25,1272.2,1264,
15/2/2021,1318.75,1271.4,1320.25,1270.6,
16/2/2021,1282.9,1274,1351.2,1270,1.37K
17/2/2021,1261.4,1271.8,1275.8,1236.2,0.76K
18/2/2021,1278.3,1278,1299,1259.5,0.49K
19/2/2021,1297.1,1290.2,1313.1,1244.4,1.16K
21/2/2021,1297.6,1283.25,1305.6,1283.15,
22/2/2021,1286.4,1292.8,1313,1275,1.41K
23/2/2021,1244.1,1288.8,1290,1222.3,1.90K
24/2/2021,1259.2,1260.55,1278.8,1241.8,
25/2/2021,1235.7,1274.1,1277.2,1226.8,1.60K
26/2/2021,1189.3,1226.8,1242,1175.6,0.72K
28/2/2021,1205.25,1193.95,1209,1187.05,
1/3/2021,1195.1,1186.4,1234.6,1186.4,1.42K
2/3/2021,1218.6,1196,1220.9,1178.2,2.60K
3/3/2021,1186.6,1211,1221.4,1170.7,3.72K
4/3/2021,1139.9,1174.5,1187.3,1124.8,2.44K
5/3/2021,1132.9,1135.5,1138.7,1115.2,1.82K
7/3/2021,1142.45,1131.3,1142.55,1129,
8/3/2021,1156.6,1137.6,1161.4,1124.4,3.55K
9/3/2021,1180,1145.7,1186.3,1141.5,2.64K
10/3/2021,1206.6,1180.7,1213.2,1160,2.73K
11/3/2021,1207,1213.5,1236.1,1200.4,3.49K
12/3/2021,1204.4,1207,1219,1176.2,2.59K
14/3/2021,1206.8,1206.6,1219.9,1204.6,
15/3/2021,1213.9,1211.9,1228.4,1206,2.49K
16/3/2021,1223.4,1224.5,1244,1210.4,4.69K
17/3/2021,1203.6,1220.1,1225.3,1193,3.41K
18/3/2021,1221.6,1219.1,1237.7,1211.3,3.92K
19/3/2021,1204.1,1215.5,1218.7,1175.9,3.78K
21/3/2021,1188,1197.45,1198.7,1186.7,
22/3/2021,1188.1,1200.6,1200.6,1167.7,7.41K
23/3/2021,1178.8,1191,1200.4,1172.5,6.31K
24/3/2021,1184.8,1172.8,1194.5,1166,9.58K
25/3/2021,1158.5,1177.6,1188.4,1148.5,14.91K
26/3/2021,1181.7,1156.1,1194.9,1154.2,11.46K
28/3/2021,1190.5,1195.3,1195.3,1188.6,
29/3/2021,1183.4,1190.55,1205.5,1166.6,
30/3/2021,1160.6,1180.4,1189.9,1156.2,14.98K
31/3/2021,1191.5,1159.5,1198.3,1159.1,11.56K
1/4/2021,1208.6,1191.4,1217.5,1176.6,
4/4/2021,1220.9,1214.25,1224.9,1214,
5/4/2021,1209.8,1216.9,1225,1196.5,7.01K
6/4/2021,1240.5,1215.8,1248.7,1202.8,12.52K
7/4/2021,1231.9,1245.7,1252.5,1226.4,12.65K
8/4/2021,1235.4,1234.4,1243.7,1222.1,8.23K
9/4/2021,1209.3,1236.1,1237.5,1193.2,13.57K
11/4/2021,1207.4,1205.75,1208.5,1202.8,
12/4/2021,1174.8,1208.3,1209.4,1168.9,12.97K
13/4/2021,1157.1,1174.8,1186.4,1155.6,19.64K
14/4/2021,1177.4,1159.4,1188,1158.1,13.95K
15/4/2021,1200.2,1174,1207.2,1172.6,12.56K
16/4/2021,1208.7,1199.6,1212.9,1192.3,8.82K
18/4/2021,1205.35,1206.7,1207.5,1203.9,
19/4/2021,1206.5,1207.4,1231.9,1202.3,10.73K
20/4/2021,1196.3,1212.4,1214.5,1185.1,13.35K
21/4/2021,1214.7,1189,1223.3,1186.3,14.03K
22/4/2021,1208.5,1217,1221.9,1200.3,10.38K
23/4/2021,1233.1,1208.5,1256.7,1204.5,19.04K
25/4/2021,1236,1234.7,1238,1233.15,
26/4/2021,1245.2,1233.8,1253.8,1230.5,11.19K
27/4/2021,1249.5,1248.3,1261.8,1232.3,12.52K
28/4/2021,1212.2,1235.8,1235.8,1207.5,14.60K
29/4/2021,1201.1,1226.1,1231.6,1180,0.15K
30/4/2021,1208.7,1210.1,1229.3,1202.6,0.27K
2/5/2021,1203.2,1203.6,1204.5,1200,
3/5/2021,1233.6,1207,1250.9,1199,0.14K
4/5/2021,1235.3,1238.6,1275,1225,0.36K
5/5/2021,1232.3,1240,1248.2,1219,0.20K
6/5/2021,1260.9,1228.2,1261.2,1225,0.20K
7/5/2021,1257.9,1259,1276.4,1245,0.35K
9/5/2021,1261.25,1252.6,1263,1252.6,
10/5/2021,1269,1257.6,1281.2,1255.2,0.23K
11/5/2021,1244.8,1253,1258.2,1220,0.48K
12/5/2021,1229.2,1243.2,1251,1216.9,0.39K
13/5/2021,1209.7,1220,1225.5,1203.6,0.46K
14/5/2021,1226.1,1219.7,1239,1219.7,0.11K
16/5/2021,1231.4,1227.8,1235.4,1227.8,
17/5/2021,1247.9,1238.4,1250.4,1233.5,0.23K
18/5/2021,1228.7,1248.5,1255.8,1219,0.35K
19/5/2021,1205,1225,1227.5,1189.7,0.35K
20/5/2021,1208.5,1199.9,1213.5,1199.9,0.10K
21/5/2021,1173.4,1203.8,1210.3,1171.4,1.48K
23/5/2021,1174.6,1169.95,1177.3,1166.85,
24/5/2021,1181.6,1171,1187,1165.9,1.26K
25/5/2021,1201,1175,1203.2,1173,1.58K
26/5/2021,1201.6,1198.4,1217.25,1191.7,
27/5/2021,1183.4,1200,1204.9,1175.9,1.81K
28/5/2021,1186.6,1185,1191,1175,0.85K
30/5/2021,1187.45,1184.7,1187.9,1183.6,
31/5/2021,1193.4,1187.4,1193.9,1183.65,
1/6/2021,1203.8,1188.2,1214.2,1181,1.08K
2/6/2021,1196.7,1200.4,1201.5,1185,2.61K
3/6/2021,1166.6,1198.8,1201.1,1153.5,2.87K
4/6/2021,1168.5,1164.4,1172.2,1146.7,2.26K
6/6/2021,1170.6,1165.4,1171.3,1165.4,
7/6/2021,1178.8,1172.3,1181.3,1164.6,2.20K
8/6/2021,1166.4,1178.8,1183,1160,2.56K
9/6/2021,1155.7,1165.8,1170,1153.3,2.45K
10/6/2021,1150.1,1155.4,1159,1131.4,3.52K
11/6/2021,1155,1156,1164.5,1149,2.26K
13/6/2021,1144.15,1150.25,1151.9,1143.5,
14/6/2021,1169.2,1152.3,1177.6,1144,3.03K
15/6/2021,1152.7,1170.7,1172.5,1150,4.41K
16/6/2021,1145.9,1157.6,1158.1,1120.3,3.99K
17/6/2021,1059.1,1125.5,1135,1048,7.77K
18/6/2021,1045.2,1062.9,1086.6,1039,7.22K
20/6/2021,1039.1,1036.9,1043.05,1035.05,
21/6/2021,1054.1,1044.3,1059.5,1026,7.61K
22/6/2021,1072.9,1057.6,1076.9,1053.5,8.83K
23/6/2021,1089.5,1075.7,1096.4,1072,10.06K
24/6/2021,1096.1,1085.8,1098.6,1070.4,8.38K
25/6/2021,1105.7,1094.9,1113.1,1093.1,10.02K
27/6/2021,1114.7,1110.65,1114.8,1110.1,
28/6/2021,1099.2,1114.15,1116.1,1092.25,
29/6/2021,1070.6,1093.2,1097.7,1060,18.91K
30/6/2021,1072.9,1067.7,1075.5,1049.1,12.69K
1/7/2021,1080.9,1071.6,1094.5,1059.8,12.13K
2/7/2021,1087.7,1082.4,1096.5,1079.4,10.05K
5/7/2021,1101.9,1099.1,1105.1,1089.65,
6/7/2021,1084,1088.1,1118,1075.5,18.75K
7/7/2021,1081.9,1089.1,1100,1071,10.00K
8/7/2021,1074.5,1085.4,1086.3,1062.3,13.86K
9/7/2021,1095.7,1072,1099.5,1065.7,11.54K
11/7/2021,1096,1097.45,1099.4,1096,
12/7/2021,1123,1098,1123.8,1085.3,16.95K
13/7/2021,1111.2,1120.4,1122,1100.2,11.65K
14/7/2021,1128.1,1103.4,1135.3,1101,15.41K
15/7/2021,1137.7,1140.2,1140.6,1139.1,13.36K
16/7/2021,1108.5,1140.2,1141.2,1096.5,14.65K
18/7/2021,1104.2,1101.45,1105.2,1098.8,
19/7/2021,1071.4,1101,1107.1,1063.8,17.55K
20/7/2021,1065.2,1074.3,1084.4,1053.3,15.25K
21/7/2021,1075.3,1063.7,1081.1,1060.7,10.33K
22/7/2021,1090.6,1078.2,1094.2,1072.9,9.23K
23/7/2021,1061.4,1092.9,1097.3,1042.2,17.58K
25/7/2021,1062,1060.85,1063.9,1060.85,
26/7/2021,1070,1057.1,1073.5,1054,11.59K
27/7/2021,1049.5,1065.2,1069.2,1044,15.27K
28/7/2021,1058.1,1052,1068,1044.6,9.94K
29/7/2021,1070.6,1071,1082.8,1064.9,0.29K
30/7/2021,1051.5,1060.5,1060.5,1035.7,0.63K
1/8/2021,1051.75,1045.75,1052.8,1045.75,
2/8/2021,1058.9,1050,1068,1050,0.19K
3/8/2021,1049.9,1050.6,1056.1,1039.8,0.35K
4/8/2021,1024.1,1051.3,1053.5,1019.7,0.33K
5/8/2021,1008.4,1023.9,1023.9,999.5,0.32K
6/8/2021,974.9,1002.8,1005,972,0.44K
8/8/2021,956.95,971.65,974.4,954,
9/8/2021,973.6,976.6,982.7,956.8,0.37K
10/8/2021,989.2,976.8,995,976,0.29K
11/8/2021,1017.9,994,1020,994,0.23K
12/8/2021,1020.1,1017.6,1025,1008.6,0.20K
13/8/2021,1028.2,1017,1031,1014.3,0.14K
15/8/2021,1023.55,1025.35,1027,1023.5,
16/8/2021,1023.1,1028.5,1028.5,1004.2,0.17K
17/8/2021,996.2,1023.2,1028.2,990,0.30K
18/8/2021,998.6,995.7,1011.1,987.7,0.33K
19/8/2021,972.8,995.9,995.9,959.3,0.56K
20/8/2021,995.7,972.4,996.2,971.6,0.34K
22/8/2021,988.45,991.8,993.75,988.35,
23/8/2021,1015.9,992.2,1018.6,992.2,0.24K
24/8/2021,1013,1016.3,1020.3,1004.6,1.39K
25/8/2021,996.5,1010.6,1012,987.7,1.27K
26/8/2021,978.5,996,996.5,975.2,1.64K
27/8/2021,1007.4,975.3,1008.15,974.05,
29/8/2021,1009.8,1007.1,1010.4,1005.2,
30/8/2021,1004.9,1010,1016.5,998,1.41K
31/8/2021,1016.9,1005.6,1019.1,995,1.27K
1/9/2021,1002.4,1013.6,1016.9,997.5,2.18K
2/9/2021,996.9,999.1,1009.5,989,2.05K
3/9/2021,1024.5,997.9,1028.4,996.5,1.81K
5/9/2021,1019.7,1022.4,1024,1018.6,
6/9/2021,1018.3,1019.3,1026.1,1014.45,
7/9/2021,998.9,1023.4,1028.5,993.9,2.06K
8/9/2021,979.1,998.2,1006,973.8,3.45K
9/9/2021,977.5,978.2,987.5,970.7,3.45K
10/9/2021,959.6,974.1,984.4,945.9,3.78K
12/9/2021,956.1,947.9,956.5,947.5,
13/9/2021,960.2,952,961,945.4,4.01K
14/9/2021,941.1,959,959.4,930,4.68K
15/9/2021,932.9,936.6,942.1,918.2,4.55K
16/9/2021,925.6,941.5,953,923.5,3.40K
17/9/2021,932.6,926.1,950.5,925.8,3.96K
19/9/2021,932.9,931,934.1,929.5,
20/9/2021,899.4,933.9,935.4,892.9,6.43K
21/9/2021,950.8,904.3,955.5,903.9,11.37K
22/9/2021,999.8,951.5,1007.9,945.6,13.62K
23/9/2021,995.4,994.7,1010.7,979.7,12.72K
24/9/2021,976.3,986.7,990.3,962.3,10.15K
26/9/2021,979.8,977.5,979.8,974.8,
27/9/2021,977.8,981,996.5,972.6,9.30K
28/9/2021,961.3,976.1,984.7,958.8,
29/9/2021,947,964.6,972,941.4,13.55K
30/9/2021,962.4,949.2,968.9,949,11.24K
1/10/2021,973.6,962,978,954.9,9.77K
3/10/2021,978.5,973.9,980.8,973.5,
4/10/2021,961.6,974.5,981.1,943,13.43K
5/10/2021,959.8,964.1,965.9,945,8.37K
6/10/2021,977.2,959.8,988.8,939.1,16.80K
7/10/2021,985.3,985,997.7,975.3,11.90K
8/10/2021,1028.2,979.8,1041.7,977.9,24.54K
10/10/2021,1021.5,1026.55,1032.9,1020.35,
11/10/2021,1006.9,1027.1,1037.6,1004.6,16.20K
12/10/2021,1011.7,1005.8,1020.7,1002,10.14K
13/10/2021,1024.2,1008,1033.8,1003,12.87K
14/10/2021,1052.3,1021,1064.2,1015,19.44K
15/10/2021,1058.9,1057.5,1062.9,1043.6,17.88K
17/10/2021,1058.35,1060.85,1062.7,1058.2,
18/10/2021,1037.9,1059,1062.7,1034.8,12.93K
19/10/2021,1047.1,1039.1,1059.3,1036.7,11.81K
20/10/2021,1052.3,1043.4,1058,1036.7,10.91K
21/10/2021,1049.7,1054.5,1066.8,1038,12.53K
22/10/2021,1052.1,1053,1080.8,1042.8,18.33K
24/10/2021,1046.6,1043.6,1046.6,1042.4,
25/10/2021,1063.8,1044.8,1066.6,1040.4,13.51K
26/10/2021,1032.9,1063.6,1064,1017,17.00K
27/10/2021,1019.3,1031.8,1033.8,1010.6,12.29K
28/10/2021,1025.3,1015.6,1034.5,1015.5,0.10K
29/10/2021,1021.7,1023.2,1025.5,1006.7,0.27K
31/10/2021,1021.5,1021.65,1022.4,1018.9,
1/11/2021,1068.1,1020.3,1069.9,1020,0.28K
2/11/2021,1040.3,1067,1067.5,1039.5,0.23K
3/11/2021,1023.3,1040.8,1046.8,1022.7,0.12K
4/11/2021,1030.3,1036.4,1050.5,1027.9,0.35K
5/11/2021,1036.9,1030.7,1040.1,1023.8,0.31K
7/11/2021,1037.65,1036.3,1039,1035.05,
8/11/2021,1061.1,1037.5,1066.8,1037.4,0.38K
9/11/2021,1062.4,1060.1,1068.3,1049.5,0.27K
10/11/2021,1077.9,1065.1,1099.4,1056.7,1.26K
11/11/2021,1095.5,1075,1100,1072.5,0.32K
12/11/2021,1090.1,1094.3,1095.4,1074.2,0.27K
14/11/2021,1091.8,1088.3,1092.85,1087.2,
15/11/2021,1097.8,1089.3,1103.1,1077.7,0.30K
16/11/2021,1075.6,1096.8,1113.4,1068,0.55K
17/11/2021,1070.1,1068,1081,1060.6,0.30K
18/11/2021,1057.5,1065.6,1080.7,1050,0.39K
19/11/2021,1037.6,1057,1066,1035.2,0.97K
21/11/2021,1031.6,1035.3,1036.75,1029.6,
22/11/2021,1016.7,1037.6,1045.2,1014.9,1.31K
23/11/2021,966.1,1020,1025.9,959.3,3.06K
24/11/2021,977.4,969.6,986.6,967.5,1.74K
25/11/2021,990.9,980.4,999.9,979.9,
26/11/2021,954.9,990.9,992.9,945.2,
28/11/2021,978.4,950.5,978.4,950.5,
29/11/2021,966.4,953.7,981.1,953.7,1.83K
30/11/2021,929.2,963.7,968.4,924.7,2.88K
1/12/2021,936.6,933.8,954.3,926.4,1.55K
2/12/2021,934,931.8,946.7,928.5,1.93K
3/12/2021,927.1,933.2,951.6,919,3.10K
5/12/2021,934.65,928.2,935,927.45,
6/12/2021,937.4,930.7,939.6,917.3,2.49K
7/12/2021,951,935.8,956.7,933.3,3.10K
8/12/2021,957,948.8,961.2,943.8,2.75K
9/12/2021,938.6,955.4,955.4,929.8,3.55K
10/12/2021,935.1,932,940.7,926.4,3.41K
12/12/2021,940.45,937.85,942.5,937.85,
13/12/2021,924.9,942,949.5,921.8,5.06K
14/12/2021,911,923.7,928.5,904,3.41K
15/12/2021,894.1,912.4,917.6,886.1,4.10K
16/12/2021,927.1,903.7,930,899,5.58K
17/12/2021,932.9,929.2,940.5,924.4,3.49K
19/12/2021,921.8,928.85,931.65,921.8,
20/12/2021,922.6,932.5,932.5,906.8,7.15K
21/12/2021,924.4,925,935.4,919.5,5.57K
22/12/2021,963.7,927.2,966.4,922.1,9.07K
23/12/2021,972.2,964.8,974.2,956.6,9.60K
26/12/2021,966.85,972.85,972.85,966.8,
27/12/2021,971,973.4,974.6,951.5,11.00K
28/12/2021,979.8,971,989.9,964.4,11.28K
29/12/2021,969.7,978.5,978.5,960.25,
30/12/2021,964.6,970.2,973.4,958,9.89K
31/12/2021,966.2,963.3,968.9,948.8,8.29K
2/1/2022,970.85,964.3,978.8,964.3,
3/1/2022,954,968.7,985,928.7,18.49K
4/1/2022,971.2,955.4,983.6,946.1,15.04K
5/1/2022,1001.9,972.6,1004.8,966.2,18.94K
6/1/2022,960.7,983.8,987.7,952,18.49K
7/1/2022,956.5,966,972.2,947.7,12.72K
9/1/2022,954.05,958.15,958.55,953.1,
10/1/2022,933.6,958.1,961.4,919.5,17.86K
11/1/2022,973.2,936.3,975,935.1,20.75K
12/1/2022,980.1,969.4,983,961.5,13.20K
13/1/2022,972.2,976.8,977.7,961.3,10.73K
14/1/2022,964.6,968.4,981,963.5,10.66K
16/1/2022,966.85,967.1,967.45,965.35,
17/1/2022,970.9,966.9,974.4,962.3,
18/1/2022,979.5,966.2,987,959.6,19.79K
19/1/2022,1028.4,979,1035.5,970.1,29.81K
20/1/2022,1050.8,1025.7,1057.5,1017.5,24.47K
21/1/2022,1035.1,1043.2,1054,1028.4,17.76K
23/1/2022,1035.1,1030.8,1035.1,1027.6,
24/1/2022,1020.3,1034,1041.8,1003.2,16.95K
25/1/2022,1025.5,1028.9,1034.2,1006.9,13.82K
26/1/2022,1045.9,1027.6,1064.6,1024.4,25.40K
27/1/2022,1021.8,1034.7,1039.3,1012.4,16.43K
28/1/2022,1006.4,1024.5,1030,992,0.36K
30/1/2022,1009.1,1012.55,1012.55,1007.35,
31/1/2022,1019.9,1011.9,1023,1010.3,0.20K
1/2/2022,1022.6,1019.7,1045.9,1019.7,0.24K
2/2/2022,1043.2,1030,1046.6,1026.7,0.17K
3/2/2022,1030.3,1037.3,1041.2,1020.5,2.33K
4/2/2022,1024.6,1036,1037.4,1013.9,3.13K
6/2/2022,1027.4,1023.7,1028.8,1023.7,
7/2/2022,1020.7,1028.3,1029.7,1011,1.75K
8/2/2022,1036.9,1021.5,1036.8,1005.1,0.32K
9/2/2022,1038.1,1033.1,1042.3,1024,0.86K
10/2/2022,1043,1035.5,1058.6,1017.6,0.57K
11/2/2022,1019.6,1026.2,1036.2,1009,0.85K
13/2/2022,1038.25,1030.35,1039.15,1025.55,
14/2/2022,1028.7,1039.9,1043.8,1022,0.59K
15/2/2022,1020.2,1030.6,1035,1006.9,0.42K
16/2/2022,1062.9,1021.8,1065.4,1021.4,0.45K
17/2/2022,1091.9,1062.7,1095.2,1057.3,0.70K
18/2/2022,1077.4,1090.5,1098.2,1067.4,1.96K
20/2/2022,1079.2,1071.5,1080.6,1070.6,
21/2/2022,1086.55,1079.45,1089.4,1070.1,
22/2/2022,1086.2,1071,1095,1071,1.52K
23/2/2022,1092.4,1081.4,1097.5,1079.4,1.51K
24/2/2022,1062.4,1096.95,1131.6,1040.3,
25/2/2022,1051.1,1060,1067.6,1049.4,2.02K
27/2/2022,1062.55,1058.4,1078.1,1058.4,
28/2/2022,1039.8,1075.1,1078.8,1035.9,1.25K
1/3/2022,1052.9,1045.9,1067.2,1042.2,2.20K
2/3/2022,1068.2,1058,1077.5,1053.5,1.84K
3/3/2022,1080.9,1075,1095.1,1070.2,2.61K
4/3/2022,1116.6,1081.1,1128,1072,2.89K
6/3/2022,1151.7,1124.4,1155.55,1124.4,
7/3/2022,1116,1126,1161.4,1105.2,3.86K
8/3/2022,1151.4,1125.9,1190,1120,5.28K
9/3/2022,1105.8,1170.6,1187.2,1086,6.75K
10/3/2022,1092.8,1101.2,1111.9,1077.6,3.20K
11/3/2022,1086.1,1080.4,1096.6,1063.9,3.19K
13/3/2022,1077.1,1090.7,1100,1075.4,
14/3/2022,1050.8,1093.6,1094.2,1035.9,3.41K
15/3/2022,1002.6,1042,1042,983.4,5.80K
16/3/2022,1007.8,986,1023.1,984.5,3.62K
17/3/2022,1030.8,1019.1,1034.9,1014.2,2.83K
18/3/2022,1036.1,1027,1043,1024.8,4.08K
20/3/2022,1030.3,1029.1,1033.55,1028.25,
21/3/2022,1045.3,1031.5,1049.9,1026,6.12K
22/3/2022,1026.6,1042.5,1049.3,1018.1,4.78K
23/3/2022,1023.3,1029,1035.3,1017.6,6.02K
24/3/2022,1033.7,1028.8,1041.9,1017,8.38K
25/3/2022,1010.7,1032,1039.9,1004.9,9.75K
27/3/2022,1004.4,1007.3,1008.65,1003,
28/3/2022,993.8,1010.3,1011.2,984.7,13.16K
29/3/2022,977,986.85,989.6,954.05,
30/3/2022,1001.2,986.2,1009,984.4,15.46K
31/3/2022,995.8,998.6,1000.6,982.1,12.68K
1/4/2022,988.6,987.1,1004.2,985.7,13.26K
3/4/2022,989,991.85,992.3,987.55,
4/4/2022,991,989.3,1002,983.6,11.33K
5/4/2022,973.1,990.7,992.4,968,14.48K
6/4/2022,953.1,970.1,975.3,950,19.69K
7/4/2022,958,954.1,965,941.4,14.66K
8/4/2022,975.6,962.8,988.7,959,14.60K
10/4/2022,978.3,976.95,982.8,976.95,
11/4/2022,977.8,976.3,997,973.7,11.96K
12/4/2022,972.4,980.4,987.5,960.5,13.92K
13/4/2022,989.6,968.3,991,966.4,12.28K
14/4/2022,994.2,989,996,972.2,11.02K
